Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
425944	Sulfolobus islandicus L.D.8.5	Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus	Carbon fixation		Thermoacidophilic archaeaon.; Isolated from Lassen National Park in California.	AUTHORS:Reno ML, Held NL, Fields CJ, Burke PV, Whitaker RJ, TITLE:Biogeography of the Sulfolobus islandicus pan-genome., JOURNAL:Proc Natl Acad Sci U S A 106:8605-10 (2009)
1453429	Candidatus Atelocyanobacterium thalassa (Cyanobacterium UCYN-A)	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Aphanothecaceae; Candidatus Atelocyanobacterium				AUTHORS:Zehr JP, Bench SR, Carter BJ, Hewson I, Niazi F, Shi T, Tripp HJ, Affourtit JP, TITLE:Globally distributed uncultivated oceanic N2-fixing cyanobacteria lack oxygenic photosystem II., JOURNAL:Science 322:1110-2 (2008)
380358	Xanthomonas albilineans GPE PC73	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Plant pathogen		Systemic, xylem-limited pathogen that causes leaf scald, one of the major diseases of sugarcane.	AUTHORS:Pieretti I, Royer M, Barbe V, Carrere S, Koebnik R, Cociancich S, Couloux A, Darrasse A, Gouzy J, Jacques MA, et al., TITLE:The complete genome sequence of Xanthomonas albilineans provides new insights into the reductive genome evolution of the xylem-limited Xanthomonadaceae., JOURNAL:BMC Genomics 10:616 (2009)
321614	Parastagonospora nodorum SN15 (Phaeosphaeria nodorum SN15)	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Phaeosphaeriaceae; Parastagonospora	Plant pathogen		Necrotrophic fungal pathogen of wheat (Triticum aestivum).	AUTHORS:Hane JK, Lowe RG, Solomon PS, Tan KC, Schoch CL, Spatafora JW, Crous PW, Kodira C, Birren BW, Galagan JE, et al., TITLE:Dothideomycete plant interactions illuminated by genome sequencing and EST analysis of the wheat pathogen Stagonospora nodorum., JOURNAL:Plant Cell 19:3347-68 (2007)
561896	Postia placenta Mad-698-R	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Dacryobolaceae; Postia			Brown-rot fungi.; Common inhabitant of forest ecosystems.; Rapidly depolymerizes cellulose.	AUTHORS:Martinez D, Challacombe J, Morgenstern I, Hibbett D, Schmoll M, Kubicek CP, Ferreira P, Ruiz-Duenas FJ, Martinez AT, Kersten P, et al., TITLE:Genome, transcriptome, and secretome analysis of wood decay fungus Postia placenta supports unique mechanisms of lignocellulose conversion., JOURNAL:Proc Natl Acad Sci U S A 106:1954-9 (2009)
526225	Geodermatophilus obscurus DSM 43160	Bacteria; Actinobacteria; Geodermatophilales; Geodermatophilaceae; Geodermatophilus			Isolated from soil in the Amargosa Desert of Nevada, USA.	AUTHORS:Ivanova N, Sikorski J, Jando M, Munk C, Lapidus A, Glavina Del Rio T, Copeland A, Tice H, Cheng JF, Lucas S, et al., TITLE:Complete genome sequence of Geodermatophilus obscurus type strain (G-20)., JOURNAL:Stand Genomic Sci 2:158-67 (2010)
637381	Listeria monocytogenes 08-5923 (serotype 1/2a)	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria	Human pathogen, Animal pathogen	Listeriosis	Isolated from a human blood specimen associated with the listeriosis outbreaks in Canada in 2008.	AUTHORS:Gilmour MW, Graham M, Van Domselaar G, Tyler S, Kent H, Trout-Yakel KM, Larios O, Allen V, Lee B, Nadon C, TITLE:High-throughput genome sequencing of two Listeria monocytogenes clinical isolates during a large foodborne outbreak., JOURNAL:BMC Genomics 11:120 (2010)
398511	Bacillus pseudofirmus OF4	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus				AUTHORS:Janto B, Ahmed A, Ito M, Liu J, Hicks DB, Pagni S, Fackelmayer OJ, Smith TA, Earl J, Elbourne LD, et al., TITLE:Genome of alkaliphilic Bacillus pseudofirmus OF4 reveals adaptations that support the ability to grow in an external pH range from 7.5 to 11.4., JOURNAL:Environ Microbiol 13:3289-3309 (2011)
634498	Methanobrevibacter ruminantium M1	Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter	Autotrophic methanogen		Rumen methanogen.; Isolated from bovine rumen contents.	AUTHORS:Leahy SC, Kelly WJ, Altermann E, Ronimus RS, Yeoman CJ, Pacheco DM, Li D, Kong Z, McTavish S, Sang C, et al., TITLE:The genome sequence of the rumen methanogen Methanobrevibacter ruminantium reveals new possibilities for controlling ruminant methane emissions., JOURNAL:PLoS One 5:e8926 (2010)
608538	Hydrogenobacter thermophilus TK-6	Bacteria; Aquificae; Aquificales; Aquificaceae; Hydrogenobacter	Carbon fixation, Hydrogen oxidation		Thermophilic, obligately chemolithoautotroph.; Aerobic hydrogen-oxidizing.	AUTHORS:Arai H, Kanbe H, Ishii M, Igarashi Y, TITLE:Complete genome sequence of the thermophilic, obligately chemolithoautotrophic hydrogen-oxidizing bacterium Hydrogenobacter thermophilus TK-6., JOURNAL:J Bacteriol 192:2651-2 (2010)
572477	Allochromatium vinosum DSM 180	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Allochromatium	Dissimilatory sulfate reduction		Isolated from ditch water.	AUTHORS:Weissgerber T, Zigann R, Bruce D, Chang YJ, Detter JC, Han C, Hauser L, Jeffries CD, Land M, Munk AC, et al., TITLE:Complete genome sequence of Allochromatium vinosum DSM 180(T)., JOURNAL:Stand Genomic Sci 5:311-30 (2011)
137722	Azospirillum sp. B510	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum			Diazotrophic endophyte.; Isolated from the surface-sterilized stems of rice plants (Oryza sativa cv. Nipponbare) in 1999.	AUTHORS:Kaneko T, Minamisawa K, Isawa T, Nakatsukasa H, Mitsui H, Kawaharada Y, Nakamura Y, Watanabe A, Kawashima K, Ono A, et al., TITLE:Complete genomic structure of the cultivated rice endophyte Azospirillum sp. B510., JOURNAL:DNA Res 17:37-50 (2010)
640131	Klebsiella variicola At-22	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella			Isolated from leaf-cutter ant fungus gardens.	AUTHORS:Pinto-Tomas AA, Anderson MA, Suen G, Stevenson DM, Chu FS, Cleland WW, Weimer PJ, Currie CR, TITLE:Symbiotic nitrogen fixation in the fungus gardens of leaf-cutter ants., JOURNAL:Science 326:1120-3 (2009)
637909	Streptococcus gallolyticus UCN34	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen, Animal pathogen	Viridans group streptococcal infection	Isolated from a human case of endocarditis associated with colon cancer in Caen, France in 2001.	AUTHORS:Rusniok C, Couve E, Da Cunha V, El Gana R, Zidane N, Bouchier C, Poyart C, Leclercq R, Trieu-Cuot P, Glaser P, TITLE:Genome sequence of Streptococcus gallolyticus: insights into its adaptation to the bovine rumen and its ability to cause endocarditis., JOURNAL:J Bacteriol 192:2266-76 (2010)
589924	Ferroglobus placidus DSM 10642	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Ferroglobus			isolated from a shallow marine hydrothermal system at Vulcano, Italy.	AUTHORS:Anderson I, Risso C, Holmes D, Lucas S, Copeland A, Lapidus A, Cheng JF, Bruce D, Goodwin L, Pitluck S, et al., TITLE:Complete genome sequence of Ferroglobus placidus AEDII12DO., JOURNAL:Stand Genomic Sci 5:50-60 (2011)
365659	Streptococcus mitis B6	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus			Commensal resident of the upper respiratory tract.; Isolated in Germany in 1994.	AUTHORS:Denapaite D, Bruckner R, Nuhn M, Reichmann P, Henrich B, Maurer P, Schahle Y, Selbmann P, Zimmermann W, Wambutt R, Hakenbeck R, TITLE:The genome of Streptococcus mitis B6--what is a commensal?, JOURNAL:PLoS One 5:e9426 (2010)
396595	Thioalkalivibrio sp. K90mix	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio; unclassified Thioalkalivibrio			Isolated from a mixture of sediment samples obtained from different soda lakes located in the Kulunda Steppe (Altai, Russia).	AUTHORS:Muyzer G, Sorokin DY, Mavromatis K, Lapidus A, Foster B, Sun H, Ivanova N, Pati A, D'haeseleer P, Woyke T, Kyrpides NC, TITLE:Complete genome sequence of Thioalkalivibrio sp. K90mix., JOURNAL:Stand Genomic Sci 5:341-55 (2011)
644281	Methanocaldococcus sp. FS406-22	Archaea; Euryarchaeota; Methanomada group; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus; unclassified Methanocaldococcus	Autotrophic methanogen			
547559	Natrialba magadii ATCC 43099	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Natrialbales; Natrialbaceae; Natrialba			Aerobic chemoorganotroph isolated from Lake Magadi in Kenya.	AUTHORS:Siddaramappa S, Challacombe JF, Decastro RE, Pfeiffer F, Sastre DE, Gimenez MI, Paggi RA, Detter JC, Davenport KW, Goodwin LA, et al., TITLE:A comparative genomics perspective on the genetic content of the alkaliphilic haloarchaeon Natrialba magadii ATCC 43099T., JOURNAL:BMC Genomics 13:165 (2012)
698737	Staphylococcus lugdunensis HKU09-01	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Human pathogen	Staphylococcal infection	Opportunistic pathogen.; Isolated from the culture of pus from a skin swab.	AUTHORS:Tse H, Tsoi HW, Leung SP, Lau SK, Woo PC, Yuen KY, TITLE:Complete genome sequence of Staphylococcus lugdunensis strain HKU09-01., JOURNAL:J Bacteriol 192:1471-2 (2010)
580331	Thermoanaerobacter italicus Ab9	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter				
638303	Thermocrinis albus DSM 14484	Bacteria; Aquificae; Aquificales; Aquificaceae; Thermocrinis	Carbon fixation		Strictly chemolithoautotroph.; Grows optimally under microaerophilic conditions when hydrogen and sulfur are present simultaneously as electron donors, however, no growth is observed on nitrate.; Isolated from whitish streamers in Hveragerthi, Iceland.	AUTHORS:Wirth R, Sikorski J, Brambilla E, Misra M, Lapidus A, Copeland A, Nolan M, Lucas S, Chen F, Tice H, et al., TITLE:Complete genome sequence of Thermocrinis albus type strain (HI 11/12)., JOURNAL:Stand Genomic Sci 2:194-202 (2010)
439481	Aciduliprofundum boonei T469	Archaea; Euryarchaeota; Diaforarchaea group; DHVE2 group; Aciduliprofundum				
699246	Mageeibacillus indolicus UPII9-5	Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Mageeibacillus				
633145	Dehalococcoides mccartyi GT	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales; Dehalococcoidaceae; Dehalococcoides				
661367	Legionella longbeachae NSW150	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	Human pathogen	Legionellosis	Opportunistic human pathogen.; Clinically isolated in Australia.	AUTHORS:Cazalet C, Gomez-Valero L, Rusniok C, Lomma M, Dervins-Ravault D, Newton HJ, Sansom FM, Jarraud S, Zidane N, Ma L, et al., TITLE:Analysis of the Legionella longbeachae genome and transcriptome uncovers unique strategies to cause Legionnaires' disease., JOURNAL:PLoS Genet 6:e1000851 (2010)
683837	Listeria seeligeri serovar 1/2b SLCC3954	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria			Nonpathogenic member of Listeria genus, isolated from soil in Germany.	AUTHORS:Steinweg C, Kuenne CT, Billion A, Mraheil MA, Domann E, Ghai R, Barbuddhe SB, Karst U, Goesmann A, Puhler A, et al., TITLE:Complete genome sequence of Listeria seeligeri, a nonpathogenic member of the genus Listeria., JOURNAL:J Bacteriol 192:1473-4 (2010)
511691	Streptococcus mutans NN2025 (serotype c)	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen	Dental caries, Viridans group streptococcal infection	Isolated from a patient with dental caries in Osaka, Japan in 2002.	AUTHORS:Maruyama F, Kobata M, Kurokawa K, Nishida K, Sakurai A, Nakano K, Nomura R, Kawabata S, Ooshima T, Nakai K, et al., TITLE:Comparative genomic analyses of Streptococcus mutans provide insights into chromosomal shuffling and species-specific content., JOURNAL:BMC Genomics 10:358 (2009)
406818	Xenorhabdus bovienii SS-2004	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Xenorhabdus	Insect pathogen			AUTHORS:Chaston JM, Suen G, Tucker SL, Andersen AW, Bhasin A, Bode E, Bode HB, Brachmann AO, Cowles CE, Cowles KN, et al., TITLE:The entomopathogenic bacterial endosymbionts Xenorhabdus and Photorhabdus: convergent lifestyles from divergent genomes., JOURNAL:PLoS One 6:e27909 (2011)
680198	Streptomyces scabiei 87.22	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces	Plant pathogen		Isolated in Wisconsin, United States.; Causes scab disease on economically important root and tuber crops, the most important of which is potato.	AUTHORS:Bignell DR, Seipke RF, Huguet-Tapia JC, Chambers AH, Parry RJ, Loria R, TITLE:Streptomyces scabies 87-22 contains a coronafacic acid-like biosynthetic cluster that contributes to plant-microbe interactions., JOURNAL:Mol Plant Microbe Interact 23:161-75 (2010)
639282	Deferribacter desulfuricans SSM1	Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae; Deferribacter			Thermophilic sulphur-reducing bacterium.; Isolated from a deep-sea hydrothermal vent chimney at the Suiyo Seamount in the Izu-Bonin Arc, Japan.	AUTHORS:Takaki Y, Shimamura S, Nakagawa S, Fukuhara Y, Horikawa H, Ankai A, Harada T, Hosoyama A, Oguchi A, Fukui S, et al., TITLE:Bacterial lifestyle in a deep-sea hydrothermal vent chimney revealed by the genome sequence of the thermophilic bacterium Deferribacter desulfuricans SSM1., JOURNAL:DNA Res 17:123-37 (2010)
522772	Denitrovibrio acetiphilus DSM 12809	Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae; Denitrovibrio			Isolated from a laboratory model column simulating marine anoxic mineral oil reservoir conditions in Bergen, Norway.	AUTHORS:Kiss H, Lang E, Lapidus A, Copeland A, Nolan M, Glavina Del Rio T, Chen F, Lucas S, Tice H, Cheng JF, et al., TITLE:Complete genome sequence of Denitrovibrio acetiphilus type strain (N2460)., JOURNAL:Stand Genomic Sci 2:270-9 (2010)
701177	Escherichia coli O55:H7 CB9615 (atypical EPEC)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Human pathogen	Enteropathogenic Escherichia coli (EPEC) infection	Isolated from an infant with diarrhea in Germany in 2003.	AUTHORS:Zhou Z, Li X, Liu B, Beutin L, Xu J, Ren Y, Feng L, Lan R, Reeves PR, Wang L, TITLE:Derivation of Escherichia coli O157:H7 from its O55:H7 precursor., JOURNAL:PLoS One 5:e8700 (2010)
679897	Helicobacter mustelae 12198	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	Animal pathogen		Causes gastritis, ulcers and gastric cancer in ferrets and other mustelids.	AUTHORS:O'Toole PW, Snelling WJ, Canchaya C, Forde BM, Hardie KR, Josenhans C, Graham RLj, McMullan G, Parkhill J, Belda E, Bentley SD, TITLE:Comparative genomics and proteomics of Helicobacter mustelae, an ulcerogenic and carcinogenic gastric pathogen., JOURNAL:BMC Genomics 11:164 (2010)
2110	Mycoplasma agalactiae 5632	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Animal pathogen		Isolated from caprine joints with arthritis in Spain.	AUTHORS:Nouvel LX, Sirand-Pugnet P, Marenda MS, Sagne E, Barbe V, Mangenot S, Schenowitz C, Jacob D, Barre A, Claverol S, et al., TITLE:Comparative genomic and proteomic analyses of two Mycoplasma agalactiae strains: clues to the macro- and micro-events that are shaping mycoplasma diversity., JOURNAL:BMC Genomics 11:86 (2010)
504728	Meiothermus ruber DSM 1279	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus				AUTHORS:Tindall BJ, Sikorski J, Lucas S, Goltsman E, Copeland A, Glavina Del Rio T, Nolan M, Tice H, Cheng JF, Han C, et al., TITLE:Complete genome sequence of Meiothermus ruber type strain (21)., JOURNAL:Stand Genomic Sci 3:26-36 (2010)
446470	Stackebrandtia nassauensis DSM 44728	Bacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Stackebrandtia			Originally isolated from a soil sample collected from a road side in Nassau, Bahamas.	AUTHORS:Munk C, Lapidus A, Copeland A, Jando M, Mayilraj S, Glavina Del Rio T, Nolan M, Chen F, Lucas S, Tice H, et al., TITLE:Complete genome sequence of Stackebrandtia nassauensis type strain (LLR-40K-21)., JOURNAL:Stand Genomic Sci 1:234-41 (2009)
706191	Pantoea ananatis LMG 20103	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea	Plant pathogen		Causative agent of Eucalyptus blight and dieback.; Isolated from diseased Eucalyptus in South Africa.	AUTHORS:De Maayer P, Chan WY, Venter SN, Toth IK, Birch PR, Joubert F, Coutinho TA, TITLE:Genome sequence of Pantoea ananatis LMG20103, the causative agent of Eucalyptus blight and dieback., JOURNAL:J Bacteriol 192:2936-7 (2010)
580332	Sideroxydans lithotrophicus ES-1	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sideroxydans	Dissimilatory sulfate reduction		Isolated from ferrugineous groundwater in Michigan. [PMID:24062729]	
665029	Erwinia amylovora CFBP1430	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia	Plant pathogen		Causative agent of fire blight that affects rosaceous plants, especially pear and apple.	AUTHORS:Smits TH, Rezzonico F, Kamber T, Blom J, Goesmann A, Frey JE, Duffy B, TITLE:Complete genome sequence of the fire blight pathogen Erwinia amylovora CFBP 1430 and comparison to other Erwinia spp., JOURNAL:Mol Plant Microbe Interact 23:384-93 (2010)
472759	Nitrosococcus halophilus Nc 4	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Nitrosococcus	Ammonia oxidation			
716540	Erwinia amylovora ATCC 49946	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia	Plant pathogen		Causative agent of fire blight that affects rosaceous plants, especially pear and apple.	AUTHORS:Sebaihia M, Bocsanczy AM, Biehl BS, Quail MA, Perna NT, Glasner JD, DeClerck GA, Cartinhour S, Schneider DJ, Bentley SD, et al., TITLE:Complete genome sequence of the plant pathogen Erwinia amylovora strain ATCC 49946., JOURNAL:J Bacteriol 192:2020-1 (2010)
309800	Haloferax volcanii DS2	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Haloferacales; Haloferacaceae; Haloferax			Easily culturable moderate halophile.; Isolated from bottom sediment of the Dead Sea.	AUTHORS:Hartman AL, Norais C, Badger JH, Delmas S, Haldenby S, Madupu R, Robinson J, Khouri H, Ren Q, Lowe TM, et al., TITLE:The complete genome sequence of Haloferax volcanii DS2, a model archaeon., JOURNAL:PLoS One 5:e9605 (2010)
